nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
S,S01006804,4.746002928921085,3.0,3.0,4.162601448633999,10,10.0,39813.0,10,5
E,E01026507,4.161,4.6,4.3999999999999995,4.161,10,10.0,39814.0,10,5
E,E01023458,4.16,5.0,4.2,4.16,10,10.0,39815.0,10,5
E,E01023551,4.159,2.1,2.6,4.159,10,10.0,39817.5,10,5
E,E01021673,4.159,4.5,3.2,4.159,10,10.0,39817.5,10,5
E,E01021591,4.159,2.8000000000000003,3.5000000000000004,4.159,10,10.0,39817.5,10,5
E,E01031874,4.159,5.4,4.5,4.159,10,10.0,39817.5,10,5
E,E01011549,4.157,1.7000000000000002,3.6999999999999997,4.157,10,10.0,39820.0,10,5
S,S01013443,4.739453343257955,3.0,3.0,4.154157647242931,10,10.0,39821.0,10,5
E,E01022675,4.154,4.0,2.8000000000000003,4.154,10,10.0,39822.0,10,5
S,S01006764,4.555970249690071,2.0,3.0,4.153843734801622,10,10.0,39823.0,10,5
E,E01030445,4.153,6.4,2.8000000000000003,4.153,10,10.0,39824.0,10,5
E,E01012558,4.152,3.1,2.9000000000000004,4.152,10,10.0,39825.5,10,5
E,E01023512,4.152,5.5,3.6999999999999997,4.152,10,10.0,39825.5,10,5
E,E01027718,4.151,4.6,4.2,4.151,10,10.0,39827.5,10,5
E,E01016410,4.151,2.6,2.8000000000000003,4.151,10,10.0,39827.5,10,5
E,E01030462,4.15,6.800000000000001,3.6999999999999997,4.15,10,10.0,39829.5,10,5
E,E01016329,4.15,2.8000000000000003,2.1,4.15,10,10.0,39829.5,10,5
E,E01030128,4.147,2.8000000000000003,2.7,4.147,10,10.0,39831.0,10,5
E,E01032300,4.145,2.7,3.8,4.145,10,10.0,39832.0,10,5
E,E01027670,4.144,3.1,3.5000000000000004,4.144,10,10.0,39833.0,10,5
E,E01017648,4.139,2.1,2.8000000000000003,4.139,10,10.0,39834.0,10,5
E,E01008423,4.138,1.4000000000000001,1.6,4.138,10,10.0,39835.0,10,5
E,E01020358,4.137,3.1,3.8,4.137,10,10.0,39837.0,10,5
E,E01026510,4.137,3.9,4.2,4.137,10,10.0,39837.0,10,5
E,E01025928,4.137,2.8000000000000003,3.8,4.137,10,10.0,39837.0,10,5
S,S01010418,4.90846052062398,4.0,3.0,4.135809041526742,10,10.0,39839.0,10,5
E,E01027717,4.135,2.8000000000000003,3.1,4.135,10,10.0,39841.0,10,5
E,E01029083,4.135,3.0,3.1,4.135,10,10.0,39841.0,10,5
E,E01016425,4.135,3.5000000000000004,3.9,4.135,10,10.0,39841.0,10,5
E,E01025891,4.134,4.3,3.0,4.134,10,10.0,39843.0,10,5
E,E01018667,4.133,3.6999999999999997,2.9000000000000004,4.133,10,10.0,39844.0,10,5
E,E01031729,4.132,3.5000000000000004,3.0,4.132,10,10.0,39846.0,10,5
E,E01022977,4.132,3.0,4.1000000000000005,4.132,10,10.0,39846.0,10,5
E,E01030507,4.132,3.4000000000000004,3.2,4.132,10,10.0,39846.0,10,5
E,E01025676,4.131,3.1,4.2,4.131,10,10.0,39848.0,10,5
E,E01023189,4.129,3.4000000000000004,2.8000000000000003,4.129,10,10.0,39849.5,10,5
E,E01027712,4.129,3.8,3.5000000000000004,4.129,10,10.0,39849.5,10,5
S,S01008887,4.174891722389422,2.0,2.0,4.12662127966986,10,10.0,39851.0,10,5
E,E01030387,4.126,4.2,3.1,4.126,10,10.0,39852.5,10,5
E,E01008146,4.126,2.1,2.8000000000000003,4.126,10,10.0,39852.5,10,5
E,E01023898,4.125,3.0,2.5,4.125,10,10.0,39854.0,10,5
E,E01033376,4.123,2.1,2.1,4.123,10,10.0,39855.0,10,5
E,E01006079,4.122,4.3999999999999995,3.9,4.122,10,10.0,39856.5,10,5
E,E01031675,4.122,3.5999999999999996,3.4000000000000004,4.122,10,10.0,39856.5,10,5
E,E01018325,4.12,3.6999999999999997,3.9,4.12,10,10.0,39858.5,10,5
E,E01029741,4.12,2.5,3.9,4.12,10,10.0,39858.5,10,5
S,S01008864,3.626435053110459,1.0,1.0,4.119847601468214,10,10.0,39860.0,10,5
E,E01028694,4.119,3.0,2.7,4.119,10,10.0,39861.5,10,5
E,E01027719,4.119,3.2,4.3999999999999995,4.119,10,10.0,39861.5,10,5
S,S01006522,3.4422596063601003,0.0,1.0,4.118641099317271,10,10.0,39863.0,10,5
S,S01010405,5.254189975182876,4.0,4.0,4.117459064302964,10,10.0,39864.0,10,5
E,E01003746,4.117,3.5000000000000004,3.2,4.117,10,10.0,39866.5,10,5
E,E01028215,4.117,3.5999999999999996,3.8,4.117,10,10.0,39866.5,10,5
E,E01030380,4.117,1.3,1.7999999999999998,4.117,10,10.0,39866.5,10,5
E,E01007939,4.117,3.3000000000000003,3.5999999999999996,4.117,10,10.0,39866.5,10,5
E,E01023269,4.116,1.5,1.9,4.116,10,10.0,39869.0,10,5
S,S01008840,4.165508452171432,2.0,2.0,4.114524259462085,10,10.0,39870.0,10,5
E,E01013091,4.114,5.3,5.2,4.114,10,10.0,39871.0,10,5
E,E01030919,4.113,1.0999999999999999,1.3,4.113,10,10.0,39872.5,10,5
E,E01012978,4.113,3.4000000000000004,4.5,4.113,10,10.0,39872.5,10,5
E,E01006990,4.112,2.1999999999999997,4.1000000000000005,4.112,10,10.0,39874.5,10,5
E,E01017768,4.112,4.3,3.0,4.112,10,10.0,39874.5,10,5
E,E01013413,4.111,2.0,2.5,4.111,10,10.0,39876.0,10,5
E,E01020004,4.11,3.8,4.7,4.11,10,10.0,39877.5,10,5
E,E01030873,4.11,5.5,4.0,4.11,10,10.0,39877.5,10,5
E,E01016939,4.109,3.5000000000000004,2.3,4.109,10,10.0,39879.0,10,5
E,E01007933,4.108,1.6,2.3,4.108,10,10.0,39880.5,10,5
E,E01015001,4.108,3.3000000000000003,3.3000000000000003,4.108,10,10.0,39880.5,10,5
E,E01030778,4.107,1.4000000000000001,2.3,4.107,10,10.0,39883.0,10,5
E,E01031970,4.107,3.0,2.4,4.107,10,10.0,39883.0,10,5
E,E01005796,4.107,3.4000000000000004,4.2,4.107,10,10.0,39883.0,10,5
E,E01032949,4.106,5.2,3.4000000000000004,4.106,10,10.0,39885.0,10,5
E,E01021246,4.105,3.1,3.9,4.105,10,10.0,39886.5,10,5
E,E01005020,4.105,2.3,2.4,4.105,10,10.0,39886.5,10,5
S,S01013266,3.981030726457033,3.0,1.0,4.104527217271064,10,10.0,39888.0,10,5
E,E01016199,4.102,2.1,1.9,4.102,10,10.0,39889.0,10,5
E,E01021622,4.099,3.5000000000000004,4.0,4.099,10,10.0,39890.0,10,5
E,E01018245,4.097,3.4000000000000004,4.0,4.097,10,10.0,39891.0,10,5
E,E01027721,4.096,2.8000000000000003,3.0,4.096,10,10.0,39892.0,10,5
E,E01030476,4.095,1.5,2.0,4.095,10,10.0,39893.0,10,5
E,E01021244,4.094,3.0,2.5,4.094,10,10.0,39894.0,10,5
S,S01006618,3.7889443199097865,2.0,1.0,4.093121814491386,10,10.0,39895.0,10,5
E,E01020603,4.093,1.5,2.8000000000000003,4.093,10,10.0,39896.0,10,5
S,S01008043,4.1482716408882485,2.0,2.0,4.0923023635168425,10,10.0,39897.0,10,5
E,E01016649,4.092,3.4000000000000004,2.5,4.092,10,10.0,39898.0,10,5
S,S01008339,4.330849993408501,3.0,2.0,4.091449873362707,10,10.0,39899.0,10,5
E,E01009807,4.09,4.3999999999999995,3.9,4.09,10,10.0,39901.0,10,5
E,E01024850,4.09,1.5,1.7999999999999998,4.09,10,10.0,39901.0,10,5
E,E01014775,4.09,1.6,3.1,4.09,10,10.0,39901.0,10,5
S,S01008609,4.689107673655123,3.0,3.0,4.0892514292176045,10,10.0,39903.0,10,5
S,S01009290,3.960711409829559,1.0,2.0,4.0867321583896885,10,10.0,39904.0,10,5
E,E01017393,4.085,3.5999999999999996,3.9,4.085,10,10.0,39905.0,10,5
E,E01004104,4.084,3.2,3.2,4.084,10,10.0,39906.5,10,5
E,E01029895,4.084,3.3000000000000003,3.8,4.084,10,10.0,39906.5,10,5
E,E01018702,4.083,3.9,3.6999999999999997,4.083,10,10.0,39909.0,10,5
E,E01031759,4.083,3.8,2.9000000000000004,4.083,10,10.0,39909.0,10,5
E,E01020222,4.083,5.1,3.6999999999999997,4.083,10,10.0,39909.0,10,5
E,E01022877,4.082,3.8,4.3,4.082,10,10.0,39912.5,10,5
E,E01021569,4.082,2.4,2.6,4.082,10,10.0,39912.5,10,5
E,E01005787,4.082,2.5,2.1,4.082,10,10.0,39912.5,10,5
E,E01017785,4.082,2.4,2.1999999999999997,4.082,10,10.0,39912.5,10,5
S,S01008506,4.322882865649477,3.0,2.0,4.08117856034925,10,10.0,39915.0,10,5
E,E01018346,4.079,2.7,3.2,4.079,10,10.0,39916.5,10,5
E,E01000357,4.079,2.0,2.7,4.079,10,10.0,39916.5,10,5
E,E01017729,4.077,3.1,4.7,4.077,10,10.0,39918.0,10,5
S,S01008944,3.59294258911535,1.0,1.0,4.076668730526162,10,10.0,39919.0,10,5
S,S01008081,3.958434687523798,3.0,1.0,4.075396143216846,10,10.0,39920.0,10,5
S,S01011900,4.135032170898073,2.0,2.0,4.07523388607874,10,10.0,39921.0,10,5
E,E01024963,4.075,4.6,3.4000000000000004,4.075,10,10.0,39922.0,10,5
E,E01002480,4.074,3.5000000000000004,2.9000000000000004,4.074,10,10.0,39923.0,10,5
E,E01002917,4.073,3.5000000000000004,3.4000000000000004,4.073,10,10.0,39924.0,10,5
S,S01008067,4.315492747629957,3.0,2.0,4.07165113494818,10,10.0,39925.0,10,5
S,S01010392,3.9551938655329018,3.0,1.0,4.07121803812098,10,10.0,39926.0,10,5
E,E01023313,4.07,3.2,4.0,4.07,10,10.0,39927.0,10,5
E,E01027606,4.069,3.8,5.3,4.069,10,10.0,39928.5,10,5
E,E01014995,4.069,3.9,4.6,4.069,10,10.0,39928.5,10,5
E,E01017863,4.066,3.5999999999999996,3.8,4.066,10,10.0,39930.5,10,5
E,E01018263,4.066,4.5,3.1,4.066,10,10.0,39930.5,10,5
S,S01009354,3.584530526368339,1.0,1.0,4.065823802193546,10,10.0,39932.0,10,5
S,S01009722,3.5841567817205773,1.0,1.0,4.06534196628224,10,10.0,39933.0,10,5
E,E01032140,4.065,4.0,4.2,4.065,10,10.0,39934.0,10,5
E,E01022726,4.064,5.0,4.0,4.064,10,10.0,39935.5,10,5
E,E01017436,4.064,3.5000000000000004,3.8,4.064,10,10.0,39935.5,10,5
S,S01008268,4.308096979198587,3.0,2.0,4.062116424970973,10,10.0,39937.0,10,5
E,E01033714,4.062,2.4,3.3000000000000003,4.062,10,10.0,39938.0,10,5
E,E01000276,4.061,2.7,2.3,4.061,10,10.0,39939.5,10,5
E,E01003401,4.061,3.8,2.0,4.061,10,10.0,39939.5,10,5
E,E01032827,4.06,4.0,2.9000000000000004,4.06,10,10.0,39941.0,10,5
E,E01022505,4.059,2.4,3.5000000000000004,4.059,10,10.0,39942.0,10,5
E,E01021345,4.058,3.4000000000000004,2.8000000000000003,4.058,10,10.0,39943.5,10,5
E,E01023114,4.058,2.7,3.3000000000000003,4.058,10,10.0,39943.5,10,5
E,E01014887,4.057,1.6,3.1,4.057,10,10.0,39945.0,10,5
E,E01025615,4.055,3.2,3.4000000000000004,4.055,10,10.0,39946.0,10,5
E,E01019758,4.053,3.8,4.3,4.053,10,10.0,39947.5,10,5
E,E01014428,4.053,5.4,3.3000000000000003,4.053,10,10.0,39947.5,10,5
E,E01028084,4.052,4.3,4.0,4.052,10,10.0,39949.5,10,5
E,E01000772,4.052,4.5,2.5,4.052,10,10.0,39949.5,10,5
S,S01009729,4.116298557713956,2.0,2.0,4.051082295856132,10,10.0,39951.0,10,5
E,E01004117,4.051,2.0,2.4,4.051,10,10.0,39953.5,10,5
E,E01021586,4.051,3.8,3.5000000000000004,4.051,10,10.0,39953.5,10,5
E,E01031702,4.051,2.8000000000000003,3.5000000000000004,4.051,10,10.0,39953.5,10,5
E,E01028823,4.051,3.6999999999999997,3.5999999999999996,4.051,10,10.0,39953.5,10,5
S,S01012680,4.2992852760515134,3.0,2.0,4.050756275624459,10,10.0,39956.0,10,5
E,E01012201,4.05,4.2,4.5,4.05,10,10.0,39957.5,10,5
E,E01030365,4.05,2.8000000000000003,2.5,4.05,10,10.0,39957.5,10,5
E,E01023214,4.048,2.9000000000000004,2.0,4.048,10,10.0,39959.0,10,5
E,E01026413,4.047,3.9,5.0,4.047,10,10.0,39960.0,10,5
E,E01003425,4.046,2.9000000000000004,2.1,4.046,10,10.0,39961.0,10,5
S,S01008912,4.472301112336496,2.0,3.0,4.045976517741973,10,10.0,39962.0,10,5
E,E01023043,4.045,4.5,3.6999999999999997,4.045,10,10.0,39963.5,10,5
E,E01022897,4.045,3.1,3.0,4.045,10,10.0,39963.5,10,5
E,E01022406,4.043,4.2,3.9,4.043,10,10.0,39965.0,10,5
E,E01032857,4.042,2.6,2.3,4.042,10,10.0,39968.0,10,5
E,E01023096,4.042,5.4,3.3000000000000003,4.042,10,10.0,39968.0,10,5
E,E01023609,4.042,3.3000000000000003,3.5999999999999996,4.042,10,10.0,39968.0,10,5
E,E01014881,4.042,2.0,2.3,4.042,10,10.0,39968.0,10,5
E,E01017762,4.042,0.7000000000000001,1.0999999999999999,4.042,10,10.0,39968.0,10,5
S,S01007151,4.292434526893837,3.0,2.0,4.041924210782085,10,10.0,39971.0,10,5
E,E01006084,4.041,2.3,2.1999999999999997,4.041,10,10.0,39972.0,10,5
S,S01012104,5.011439578676049,3.0,4.0,4.040737061221986,10,10.0,39973.0,10,5
E,E01026300,4.04,4.8,4.2,4.04,10,10.0,39974.0,10,5
S,S01008021,4.290167146844194,3.0,2.0,4.039001078266232,10,10.0,39975.0,10,5
S,S01006970,4.466820992712494,2.0,3.0,4.038911484305604,10,10.0,39976.0,10,5
E,E01017872,4.038,2.4,2.1,4.038,10,10.0,39977.0,10,5
E,E01027291,4.037,4.2,2.0,4.037,10,10.0,39978.0,10,5
E,E01021052,4.034,2.8000000000000003,2.9000000000000004,4.034,10,10.0,39979.0,10,5
S,S01006834,4.645866343096573,3.0,3.0,4.033504207041806,10,10.0,39980.0,10,5
E,E01023581,4.03,2.1,2.4,4.03,10,10.0,39981.0,10,5
E,E01003801,4.028,2.4,1.5,4.028,10,10.0,39982.0,10,5
E,E01025650,4.027,3.5000000000000004,2.8000000000000003,4.027,10,10.0,39983.5,10,5
E,E01014395,4.027,2.6,2.1,4.027,10,10.0,39983.5,10,5
E,E01012447,4.026,1.7999999999999998,3.0,4.026,10,10.0,39985.5,10,5
E,E01017528,4.026,3.4000000000000004,3.9,4.026,10,10.0,39985.5,10,5
E,E01030695,4.025,1.5,2.0,4.025,10,10.0,39987.0,10,5
E,E01030584,4.024,2.1999999999999997,2.4,4.024,10,10.0,39988.0,10,5
E,E01027293,4.023,3.0,1.9,4.023,10,10.0,39989.5,10,5
E,E01016660,4.023,3.4000000000000004,2.9000000000000004,4.023,10,10.0,39989.5,10,5
E,E01017884,4.022,5.3,2.4,4.022,10,10.0,39991.5,10,5
E,E01009845,4.022,2.1999999999999997,3.4000000000000004,4.022,10,10.0,39991.5,10,5
S,S01013340,4.995783123670115,3.0,4.0,4.020552578819915,10,10.0,39993.0,10,5
E,E01030486,4.02,3.0,2.7,4.02,10,10.0,39994.0,10,5
S,S01008521,3.73202589025117,2.0,1.0,4.019741918380648,10,10.0,39995.0,10,5
E,E01017874,4.019,3.2,3.1,4.019,10,10.0,39996.0,10,5
S,S01006576,4.451149562763987,2.0,3.0,4.018707696034822,10,10.0,39997.0,10,5
E,E01023239,4.018,2.4,3.3000000000000003,4.018,10,10.0,39998.0,10,5
S,S01009391,3.729928795665309,2.0,1.0,4.017038319849068,10,10.0,39999.0,10,5
E,E01028707,4.017,1.4000000000000001,2.1,4.017,10,10.0,40000.0,10,5
E,E01025345,4.016,3.6999999999999997,4.3,4.016,10,10.0,40001.0,10,5
S,S01009094,3.904731868864134,1.0,2.0,4.0145626884129655,10,10.0,40002.0,10,5
E,E01022632,4.012,3.5999999999999996,2.7,4.012,10,10.0,40003.0,10,5
E,E01020719,4.011,3.1,5.1,4.011,10,10.0,40004.0,10,5
E,E01022297,4.009,2.1,2.8000000000000003,4.009,10,10.0,40005.0,10,5
S,S01010607,4.266256182712905,3.0,2.0,4.008174787478078,10,10.0,40006.0,10,5
E,E01019087,4.007,2.8000000000000003,3.8,4.007,10,10.0,40007.5,10,5
E,E01013090,4.007,3.8,3.5000000000000004,4.007,10,10.0,40007.5,10,5
E,E01022350,4.006,3.5999999999999996,2.9000000000000004,4.006,10,10.0,40009.5,10,5
E,E01024404,4.006,3.2,3.5000000000000004,4.006,10,10.0,40009.5,10,5
E,E01032419,4.005,3.8,4.3999999999999995,4.005,10,10.0,40012.0,10,5
E,E01030680,4.005,3.5999999999999996,3.3000000000000003,4.005,10,10.0,40012.0,10,5
E,E01030791,4.005,1.9,2.4,4.005,10,10.0,40012.0,10,5
E,E01023371,4.004,4.3999999999999995,3.8,4.004,10,10.0,40014.0,10,5
S,S01012237,3.894564437347756,1.0,2.0,4.001454718413447,10,10.0,40015.0,10,5
E,E01010189,4.001,3.5999999999999996,3.9,4.001,10,10.0,40017.0,10,5
E,E01027298,4.001,2.6,2.6,4.001,10,10.0,40017.0,10,5
E,E01031318,4.001,2.1999999999999997,2.7,4.001,10,10.0,40017.0,10,5
S,S01009013,3.8941859124426768,1.0,2.0,4.000966719739263,10,10.0,40019.0,10,5
S,S01008613,4.26055505219819,3.0,2.0,4.000824824251884,10,10.0,40020.0,10,5
E,E01033252,4.0,2.5,3.2,4.0,10,10.0,40021.0,10,5
E,E01021739,3.998,4.2,4.2,3.998,10,10.0,40022.0,10,5
S,S01010036,3.531296770895501,1.0,1.0,3.9971942305484696,10,10.0,40023.0,10,5
E,E01021253,3.997,1.7999999999999998,2.7,3.997,10,10.0,40024.5,10,5
E,E01011593,3.997,2.6,3.0,3.997,10,10.0,40024.5,10,5
E,E01030204,3.996,2.8000000000000003,2.3,3.996,10,10.0,40026.0,10,5
E,E01006237,3.994,3.2,3.5000000000000004,3.994,10,10.0,40028.0,10,5
E,E01025800,3.994,3.1,3.8,3.994,10,10.0,40028.0,10,5
E,E01018605,3.994,1.9,1.7999999999999998,3.994,10,10.0,40028.0,10,5
E,E01016982,3.993,4.2,3.6999999999999997,3.993,10,10.0,40030.0,10,5
E,E01008550,3.992,3.1,4.5,3.992,10,10.0,40031.0,10,5
S,S01009723,3.8931638297503497,3.0,1.0,3.9912482004292267,10,10.0,40032.0,10,5
E,E01007430,3.991,3.2,3.5999999999999996,3.991,10,10.0,40033.5,10,5
E,E01020024,3.991,3.3000000000000003,3.2,3.991,10,10.0,40033.5,10,5
E,E01007938,3.989,2.6,3.5000000000000004,3.989,10,10.0,40036.5,10,5
E,E01014716,3.989,3.3000000000000003,2.6,3.989,10,10.0,40036.5,10,5
E,E01030377,3.989,2.9000000000000004,2.6,3.989,10,10.0,40036.5,10,5
E,E01025835,3.989,3.5000000000000004,3.8,3.989,10,10.0,40036.5,10,5
E,E01025616,3.985,2.9000000000000004,3.3000000000000003,3.985,10,10.0,40039.5,10,5
E,E01029442,3.985,3.0,3.5999999999999996,3.985,10,10.0,40039.5,10,5
E,E01030990,3.984,2.1,2.1999999999999997,3.984,10,10.0,40041.0,10,5
E,E01030963,3.983,2.4,1.2,3.983,10,10.0,40042.5,10,5
E,E01018155,3.983,1.9,3.1,3.983,10,10.0,40042.5,10,5
S,S01006774,4.42262157491954,2.0,3.0,3.9819290850149893,10,10.0,40044.0,10,5
S,S01008811,4.062206681553738,2.0,2.0,3.9813464251218473,10,10.0,40045.0,10,5
E,E01020683,3.98,3.5999999999999996,4.7,3.98,10,10.0,40046.0,10,5
E,E01016652,3.978,1.7000000000000002,2.7,3.978,10,10.0,40047.0,10,5
E,E01023270,3.977,2.1999999999999997,3.3000000000000003,3.977,10,10.0,40048.0,10,5
S,S01009963,4.95909915337517,3.0,4.0,3.973259181139802,10,10.0,40049.0,10,5
E,E01021219,3.972,1.5,3.5999999999999996,3.972,10,10.0,40050.0,10,5
S,S01008509,4.054526011826302,2.0,2.0,3.971444417107211,10,10.0,40051.0,10,5
S,S01009316,4.596313779810057,3.0,3.0,3.9696204708285228,10,10.0,40052.0,10,5
E,E01027722,3.967,1.7000000000000002,1.6,3.967,10,10.0,40054.5,10,5
E,E01027001,3.967,2.1999999999999997,2.3,3.967,10,10.0,40054.5,10,5
E,E01010195,3.967,2.5,1.6,3.967,10,10.0,40054.5,10,5
E,E01021234,3.967,4.3999999999999995,3.0,3.967,10,10.0,40054.5,10,5
E,E01017532,3.966,3.3000000000000003,3.8,3.966,10,10.0,40057.5,10,5
E,E01014482,3.966,1.3,1.6,3.966,10,10.0,40057.5,10,5
E,E01020829,3.964,3.9,4.3999999999999995,3.964,10,10.0,40059.5,10,5
E,E01030327,3.964,2.8000000000000003,2.9000000000000004,3.964,10,10.0,40059.5,10,5
E,E01018471,3.963,4.3,4.2,3.963,10,10.0,40061.0,10,5
S,S01007387,3.864563676625149,1.0,2.0,3.962777391609601,10,10.0,40062.0,10,5
E,E01031680,3.961,1.9,2.8000000000000003,3.961,10,10.0,40063.0,10,5
E,E01010388,3.96,2.9000000000000004,2.9000000000000004,3.96,10,10.0,40064.0,10,5
E,E01000280,3.958,2.3,3.0,3.958,10,10.0,40065.0,10,5
E,E01016524,3.957,3.0,2.6,3.957,10,10.0,40066.0,10,5
E,E01014985,3.956,2.3,2.7,3.956,10,10.0,40067.0,10,5
E,E01032548,3.955,3.5999999999999996,4.8,3.955,10,10.0,40068.0,10,5
E,E01008421,3.953,3.9,3.8,3.953,10,10.0,40070.0,10,5
E,E01032948,3.953,3.2,3.3000000000000003,3.953,10,10.0,40070.0,10,5
E,E01029589,3.953,3.1,3.0,3.953,10,10.0,40070.0,10,5
E,E01009803,3.951,2.1999999999999997,2.6,3.951,10,10.0,40072.5,10,5
E,E01021609,3.951,3.0,3.4000000000000004,3.951,10,10.0,40072.5,10,5
E,E01019640,3.95,3.0,3.9,3.95,10,10.0,40074.0,10,5
S,S01010625,4.396482632484146,2.0,3.0,3.948230458895858,10,10.0,40075.0,10,5
E,E01017866,3.946,1.9,2.5,3.946,10,10.0,40076.0,10,5
E,E01011120,3.944,1.7000000000000002,2.1,3.944,10,10.0,40077.5,10,5
E,E01015912,3.944,4.5,3.2,3.944,10,10.0,40077.5,10,5
E,E01017754,3.943,4.0,3.3000000000000003,3.943,10,10.0,40079.5,10,5
E,E01030523,3.943,3.5999999999999996,3.8,3.943,10,10.0,40079.5,10,5
E,E01021438,3.942,2.3,2.4,3.942,10,10.0,40081.5,10,5
E,E01017462,3.942,3.2,4.3999999999999995,3.942,10,10.0,40081.5,10,5
E,E01013068,3.94,3.9,5.4,3.94,10,10.0,40083.0,10,5
S,S01012563,3.846883715623012,1.0,2.0,3.939984181934634,10,10.0,40084.0,10,5
E,E01006583,3.939,2.3,3.3000000000000003,3.939,10,10.0,40085.0,10,5
E,E01010199,3.938,3.9,3.6999999999999997,3.938,10,10.0,40086.0,10,5
E,E01031748,3.936,2.4,3.2,3.936,10,10.0,40087.0,10,5
E,E01016386,3.934,1.3,1.7000000000000002,3.934,10,10.0,40088.5,10,5
E,E01013118,3.934,2.7,4.7,3.934,10,10.0,40088.5,10,5
E,E01023073,3.933,2.5,2.7,3.933,10,10.0,40091.0,10,5
E,E01022714,3.933,3.1,3.2,3.933,10,10.0,40091.0,10,5
E,E01005807,3.933,3.8,4.1000000000000005,3.933,10,10.0,40091.0,10,5
E,E01030368,3.931,4.6,2.7,3.931,10,10.0,40093.0,10,5
S,S01007932,4.926085035811906,3.0,4.0,3.930696999935752,10,10.0,40094.0,10,5
E,E01022892,3.93,2.1,2.8000000000000003,3.93,10,10.0,40095.5,10,5
E,E01033053,3.93,3.5999999999999996,2.6,3.93,10,10.0,40095.5,10,5
E,E01026915,3.928,3.5999999999999996,4.2,3.928,10,10.0,40097.0,10,5
E,E01023422,3.927,1.4000000000000001,2.1999999999999997,3.927,10,10.0,40098.5,10,5
E,E01006098,3.927,2.7,3.9,3.927,10,10.0,40098.5,10,5
E,E01007920,3.924,2.4,2.9000000000000004,3.924,10,10.0,40100.0,10,5
E,E01010197,3.923,2.5,3.1,3.923,10,10.0,40101.5,10,5
E,E01012183,3.923,3.4000000000000004,4.0,3.923,10,10.0,40101.5,10,5
E,E01022471,3.922,2.1999999999999997,2.1999999999999997,3.922,10,10.0,40103.5,10,5
E,E01027732,3.922,2.5,3.9,3.922,10,10.0,40103.5,10,5
S,S01008241,4.014513466226977,2.0,2.0,3.919859781747192,10,10.0,40105.0,10,5
E,E01022750,3.918,4.0,2.3,3.918,10,10.0,40106.0,10,5
E,E01026004,3.916,4.3,4.2,3.916,10,10.0,40107.0,10,5
E,E01004707,3.915,2.5,1.5,3.915,10,10.0,40108.5,10,5
E,E01020381,3.915,2.8000000000000003,3.9,3.915,10,10.0,40108.5,10,5
E,E01013578,3.914,4.0,2.0,3.914,10,10.0,40110.5,10,5
E,E01016289,3.914,3.1,2.8000000000000003,3.914,10,10.0,40110.5,10,5
E,E01022563,3.913,3.5000000000000004,2.5,3.913,10,10.0,40112.0,10,5
E,E01023000,3.911,4.5,4.1000000000000005,3.911,10,10.0,40113.5,10,5
E,E01007915,3.911,2.1999999999999997,3.0,3.911,10,10.0,40113.5,10,5
E,E01018019,3.907,3.3000000000000003,3.6999999999999997,3.907,10,10.0,40115.0,10,5
E,E01032158,3.906,2.7,3.9,3.906,10,10.0,40116.0,10,5
E,E01010229,3.901,2.9000000000000004,3.6999999999999997,3.901,10,10.0,40117.0,10,5
E,E01011132,3.9,2.5,3.5999999999999996,3.9,10,10.0,40119.0,10,5
E,E01022196,3.9,4.3,3.5999999999999996,3.9,10,10.0,40119.0,10,5
E,E01018248,3.9,2.1999999999999997,1.7999999999999998,3.9,10,10.0,40119.0,10,5
E,E01030328,3.899,1.7999999999999998,1.0999999999999999,3.899,10,10.0,40121.0,10,5
E,E01031214,3.898,4.5,3.8,3.898,10,10.0,40122.0,10,5
S,S01007764,4.54059077434083,3.0,3.0,3.897781729372819,10,10.0,40123.0,10,5
E,E01027075,3.897,3.6999999999999997,2.8000000000000003,3.897,10,10.0,40124.0,10,5
E,E01019249,3.894,3.4000000000000004,3.2,3.894,10,10.0,40125.0,10,5
S,S01013440,3.450850545367893,1.0,1.0,3.8934820285934517,10,10.0,40126.0,10,5
S,S01008842,3.992788313386361,2.0,2.0,3.8918514640898723,10,10.0,40127.0,10,5
E,E01029894,3.891,4.0,2.6,3.891,10,10.0,40128.0,10,5
E,E01027401,3.89,1.3,3.5000000000000004,3.89,10,10.0,40129.0,10,5
S,S01007627,3.6299170291441896,2.0,1.0,3.888101996742688,10,10.0,40130.0,10,5
E,E01030925,3.888,2.4,1.9,3.888,10,10.0,40131.0,10,5
E,E01024751,3.887,2.6,4.1000000000000005,3.887,10,10.0,40132.0,10,5
E,E01013468,3.884,2.6,3.9,3.884,10,10.0,40133.0,10,5
E,E01030345,3.883,3.8,4.8,3.883,10,10.0,40134.0,10,5
S,S01008273,4.712159356246129,4.0,3.0,3.8827353159362987,10,10.0,40135.0,10,5
E,E01020401,3.882,3.3000000000000003,4.3,3.882,10,10.0,40136.5,10,5
E,E01032549,3.882,3.2,4.1000000000000005,3.882,10,10.0,40136.5,10,5
S,S01008387,3.79904468016708,1.0,2.0,3.878309545567311,10,10.0,40138.0,10,5
E,E01003858,3.877,2.4,1.7999999999999998,3.877,10,10.0,40139.0,10,5
